model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name
gpt-oss-120b,26677,2560,387,271,27064,nvic,ipr14
gpt-oss-120b,26746,2560,411,277,27157,nvic,ipr7
gpt-oss-120b,26732,2560,284,108,27016,nvic,ipr12
gpt-oss-120b,26596,2560,330,150,26926,nvic,ipr13
gpt-oss-120b,26556,2560,381,185,26937,nvic,ipr9
gpt-oss-120b,26753,2560,558,382,27311,nvic,iabr1
gpt-oss-120b,26755,2560,243,108,26998,nvic,ipr2
gpt-oss-120b,26612,2560,411,254,27023,nvic,iser1
gpt-oss-120b,26622,2560,573,406,27195,nvic,icpr0
gpt-oss-120b,26649,2560,554,421,27203,nvic,iabr0
gpt-oss-120b,26645,2560,265,103,26910,nvic,iser0
gpt-oss-120b,26755,2560,376,199,27131,nvic,icer0
gpt-oss-120b,26631,2560,538,391,27169,nvic,ipr4
gpt-oss-120b,26712,2560,369,158,27081,nvic,ipr6
gpt-oss-120b,26473,2560,268,86,26741,nvic,ispr0
gpt-oss-120b,26581,2560,613,483,27194,nvic,ipr1
gpt-oss-120b,26731,2560,438,217,27169,nvic,ipr11
gpt-oss-120b,26854,2560,2829,2087,29683,i2c1,cr2
gpt-oss-120b,26848,2560,696,434,27544,i2c1,sr2
gpt-oss-120b,26816,2560,1629,874,28445,i2c1,sr1
gpt-oss-120b,26812,2560,935,455,27747,i2c1,oar2
gpt-oss-120b,26853,2560,1223,448,28076,i2c1,oar1
gpt-oss-120b,25887,2560,770,323,26657,i2c1,dr
gpt-oss-120b,26576,2560,515,188,27091,i2c1,trise
gpt-oss-120b,26793,2560,1016,536,27809,i2c1,ccr
gpt-oss-120b,26646,2560,557,354,27203,i2c1,cr1
gpt-oss-120b,26671,2560,250,128,26921,nvic_stir,stir
gpt-oss-120b,26008,2560,1159,442,27167,wwdg,cfr
gpt-oss-120b,26320,2560,1044,507,27364,wwdg,cr
gpt-oss-120b,26223,2560,1107,483,27330,wwdg,sr
gpt-oss-120b,26372,2560,872,434,27244,iwdg,pr
gpt-oss-120b,26372,2560,726,363,27098,iwdg,rlr
gpt-oss-120b,26281,2560,1234,669,27515,iwdg,sr
gpt-oss-120b,26396,2560,749,299,27145,iwdg,kr
gpt-oss-120b,26815,2560,432,218,27247,bkp,dr9
gpt-oss-120b,54269,5120,1812,1120,56081,bkp,dr36
gpt-oss-120b,54414,5120,2913,1226,57327,bkp,dr29
gpt-oss-120b,53882,5120,1586,724,55468,bkp,dr11
gpt-oss-120b,53893,5120,1206,510,55099,bkp,dr19
gpt-oss-120b,26711,2560,681,331,27392,bkp,dr18
gpt-oss-120b,26764,2560,564,311,27328,bkp,dr6
gpt-oss-120b,54032,5120,1561,905,55593,bkp,dr25
gpt-oss-120b,26719,2560,1273,958,27992,bkp,dr27
gpt-oss-120b,26755,2560,1316,605,28071,bkp,rtccr
gpt-oss-120b,26895,2560,456,288,27351,bkp,dr39
gpt-oss-120b,26624,2560,614,191,27238,bkp,dr20
gpt-oss-120b,26833,2560,392,252,27225,bkp,dr37
gpt-oss-120b,26873,2560,387,249,27260,bkp,dr40
gpt-oss-120b,26731,2560,401,236,27132,bkp,dr21
gpt-oss-120b,54528,5120,2825,1097,57353,bkp,dr24
gpt-oss-120b,26808,2560,999,436,27807,bkp,cr
gpt-oss-120b,26514,2560,468,278,26982,bkp,dr1
gpt-oss-120b,26613,2560,532,217,27145,bkp,dr3
gpt-oss-120b,26843,2560,558,293,27401,bkp,dr2
gpt-oss-120b,26901,2560,489,214,27390,bkp,dr5
gpt-oss-120b,54221,5120,1675,966,55896,bkp,dr42
gpt-oss-120b,54238,29184,2648,1358,56886,bkp,dr23
gpt-oss-120b,54315,5120,1656,888,55971,bkp,dr35
gpt-oss-120b,26743,2560,425,183,27168,bkp,dr8
gpt-oss-120b,54366,5120,1837,962,56203,bkp,dr30
gpt-oss-120b,54291,5120,1789,1053,56080,bkp,dr28
gpt-oss-120b,26920,2560,458,269,27378,bkp,dr38
gpt-oss-120b,54310,5120,2805,1217,57115,bkp,dr22
gpt-oss-120b,26686,2560,454,173,27140,bkp,dr16
gpt-oss-120b,26782,2560,256,129,27038,bkp,dr33
gpt-oss-120b,26583,2560,395,185,26978,bkp,dr14
gpt-oss-120b,26763,2560,1341,658,28104,bkp,csr
gpt-oss-120b,26759,2560,1177,559,27936,bkp,dr34
gpt-oss-120b,26784,2560,440,301,27224,bkp,dr32
gpt-oss-120b,26782,2560,400,176,27182,bkp,dr41
gpt-oss-120b,26714,2560,689,361,27403,bkp,dr17
gpt-oss-120b,26650,2560,642,302,27292,bkp,dr4
gpt-oss-120b,26863,2560,653,342,27516,bkp,dr10
gpt-oss-120b,26495,2560,491,241,26986,bkp,dr12
gpt-oss-120b,26923,2560,603,302,27526,bkp,dr15
gpt-oss-120b,26634,2560,548,173,27182,bkp,dr7
gpt-oss-120b,54198,5120,1768,973,55966,bkp,dr26
gpt-oss-120b,26642,2560,658,315,27300,bkp,dr13
gpt-oss-120b,26771,2560,472,283,27243,bkp,dr31
gpt-oss-120b,26869,2560,645,309,27514,spi1,rxcrcr
gpt-oss-120b,26713,2560,1341,477,28054,spi1,cr2
gpt-oss-120b,26930,2560,587,250,27517,spi1,crcpr
gpt-oss-120b,26781,2560,711,432,27492,spi1,dr
gpt-oss-120b,26642,2560,584,305,27226,spi1,txcrcr
gpt-oss-120b,26787,2560,1338,532,28125,spi1,sr
gpt-oss-120b,26132,2560,2432,824,28564,spi1,cr1
gpt-oss-120b,26773,2560,3555,2226,30328,usart1,cr3
gpt-oss-120b,26741,2560,1971,916,28712,usart1,cr2
gpt-oss-120b,26636,2560,810,330,27446,usart1,gtpr
gpt-oss-120b,26816,2560,677,344,27493,usart1,dr
gpt-oss-120b,26769,2560,882,426,27651,usart1,brr
gpt-oss-120b,26477,2560,1601,395,28078,usart1,sr
gpt-oss-120b,26817,2560,2700,1072,29517,usart1,cr1
gpt-oss-120b,26530,2560,2189,1188,28719,rcc,apb2rstr
gpt-oss-120b,26313,2560,6695,3741,33008,rcc,apb1rstr
gpt-oss-120b,26569,2560,3687,870,30256,rcc,cfgr
gpt-oss-120b,26512,2560,4172,2672,30684,rcc,csr
gpt-oss-120b,26240,0,2170,619,28410,rcc,apb2enr
gpt-oss-120b,26556,2560,1304,476,27860,rcc,ahbenr
gpt-oss-120b,26710,2560,3212,2219,29922,rcc,bdcr
gpt-oss-120b,26365,2560,1074,350,27439,rcc,cfgr2
gpt-oss-120b,26502,2560,1968,832,28470,rcc,cr
gpt-oss-120b,26515,2560,2756,649,29271,rcc,apb1enr
gpt-oss-120b,26725,2560,4293,2371,31018,rcc,cir
gpt-oss-120b,26717,2560,2631,927,29348,uart5,cr3
gpt-oss-120b,26808,2560,2576,1425,29384,uart5,cr2
gpt-oss-120b,26800,2560,968,597,27768,uart5,dr
gpt-oss-120b,26800,2560,561,207,27361,uart5,brr
gpt-oss-120b,26673,2560,1973,425,28646,uart5,sr
gpt-oss-120b,26727,2560,2337,1143,29064,uart5,cr1
gpt-oss-120b,26593,2560,359,230,26952,mpu,ctrl
gpt-oss-120b,26540,2560,363,176,26903,mpu,rnr
gpt-oss-120b,26657,2560,496,366,27153,mpu,rbar
gpt-oss-120b,26464,2560,384,278,26848,mpu,typer
gpt-oss-120b,26579,2560,359,177,26938,mpu,rasr
gpt-oss-120b,26723,2560,1338,934,28061,tim6,egr
gpt-oss-120b,26266,2560,510,156,26776,tim6,arr
gpt-oss-120b,26381,2560,958,619,27339,tim6,dier
gpt-oss-120b,26607,2560,1509,811,28116,tim6,cr2
gpt-oss-120b,26506,2560,601,211,27107,tim6,cnt
gpt-oss-120b,26228,2560,512,208,26740,tim6,psc
gpt-oss-120b,26695,2560,1009,657,27704,tim6,sr
gpt-oss-120b,26853,2560,1563,596,28416,tim6,cr1
gpt-oss-120b,26253,2560,1726,406,27979,tim16,bdtr
gpt-oss-120b,26527,2560,1181,769,27708,tim16,egr
gpt-oss-120b,25797,2560,1236,493,27033,tim16,ccmr1_output
gpt-oss-120b,26562,2560,634,275,27196,tim16,arr
gpt-oss-120b,26571,2560,559,191,27130,tim16,rcr
gpt-oss-120b,26371,2560,1610,573,27981,tim16,ccmr1_input
gpt-oss-120b,26441,2560,1333,332,27774,tim16,dier
gpt-oss-120b,26545,2560,1177,514,27722,tim16,cr2
gpt-oss-120b,26206,2560,1741,937,27947,tim16,ccer
gpt-oss-120b,26400,2560,1872,630,28272,tim16,dcr
gpt-oss-120b,26213,2560,766,355,26979,tim16,ccr1
gpt-oss-120b,26339,2560,1474,679,27813,tim16,dmar
gpt-oss-120b,26417,2560,600,273,27017,tim16,cnt
gpt-oss-120b,26291,2560,631,275,26922,tim16,psc
gpt-oss-120b,26710,2560,2215,1042,28925,tim16,sr
gpt-oss-120b,26442,2560,1620,679,28062,tim16,cr1
gpt-oss-120b,26853,2560,361,239,27214,scb_actrl,actrl
gpt-oss-120b,26686,2560,1354,546,28040,tim13,egr
gpt-oss-120b,26118,2560,2491,717,28609,tim13,ccmr1_output
gpt-oss-120b,26662,2560,596,219,27258,tim13,arr
gpt-oss-120b,26385,2560,1422,642,27807,tim13,ccmr1_input
gpt-oss-120b,26613,2560,883,449,27496,tim13,dier
gpt-oss-120b,26553,2560,1545,626,28098,tim13,ccer
gpt-oss-120b,26439,2560,546,258,26985,tim13,ccr1
gpt-oss-120b,26555,2560,598,339,27153,tim13,cnt
gpt-oss-120b,26527,2560,580,260,27107,tim13,psc
gpt-oss-120b,26687,2560,1182,669,27869,tim13,sr
gpt-oss-120b,26660,2560,1608,589,28268,tim13,cr1
gpt-oss-120b,26541,2560,524,205,27065,dac,dhr12r1
gpt-oss-120b,26421,2560,620,259,27041,dac,dhr12l1
gpt-oss-120b,26550,2560,622,290,27172,dac,dhr12r2
gpt-oss-120b,26544,2560,749,289,27293,dac,dhr12rd
gpt-oss-120b,26218,2560,659,288,26877,dac,swtrigr
gpt-oss-120b,25546,2560,620,305,26166,dac,dor1
gpt-oss-120b,26550,2560,961,303,27511,dac,sr
gpt-oss-120b,25611,2560,723,459,26334,dac,dhr8r1
gpt-oss-120b,26533,2560,3395,875,29928,dac,cr
gpt-oss-120b,26270,2560,694,256,26964,dac,dhr12ld
gpt-oss-120b,26360,2560,880,579,27240,dac,dor2
gpt-oss-120b,26298,2560,748,405,27046,dac,dhr8r2
gpt-oss-120b,26563,2560,596,258,27159,dac,dhr12l2
gpt-oss-120b,26505,2560,758,302,27263,dac,dhr8rd
gpt-oss-120b,26805,2560,506,239,27311,crc,dr
gpt-oss-120b,26737,0,734,424,27471,crc,idr
gpt-oss-120b,26777,2560,1421,841,28198,crc,cr
gpt-oss-120b,53404,5120,1360,440,54764,dma1,cmar3
gpt-oss-120b,53290,5120,1444,563,54734,dma1,cndtr4
gpt-oss-120b,54431,5120,4210,1430,58641,dma1,ccr4
gpt-oss-120b,53592,5120,2327,1448,55919,dma1,cndtr5
gpt-oss-120b,26593,2560,3665,616,30258,dma1,isr
gpt-oss-120b,26472,2560,1884,580,28356,dma1,ccr7
gpt-oss-120b,53222,5120,1899,1192,55121,dma1,cmar6
gpt-oss-120b,53496,2560,1181,688,54677,dma1,cmar7
gpt-oss-120b,54653,5120,4769,1067,59422,dma1,ccr5
gpt-oss-120b,54423,5120,4154,1249,58577,dma1,ccr1
gpt-oss-120b,55000,5120,3992,733,58992,dma1,ccr6
gpt-oss-120b,53213,5120,1057,525,54270,dma1,cmar2
gpt-oss-120b,53862,29184,1454,653,55316,dma1,cndtr7
gpt-oss-120b,26486,0,539,242,27025,dma1,cmar4
gpt-oss-120b,54385,5120,2811,841,57196,dma1,cndtr6
gpt-oss-120b,53738,5120,1249,558,54987,dma1,cndtr2
gpt-oss-120b,26465,2560,649,272,27114,dma1,cmar1
gpt-oss-120b,53423,5120,1686,853,55109,dma1,cpar2
gpt-oss-120b,53351,5120,1685,860,55036,dma1,cmar5
gpt-oss-120b,54739,28928,4202,1319,58941,dma1,ccr3
gpt-oss-120b,53706,5120,2305,1213,56011,dma1,cndtr3
gpt-oss-120b,26460,2560,616,377,27076,dma1,ccr2
gpt-oss-120b,26520,2560,4006,721,30526,dma1,ifcr
gpt-oss-120b,26434,2560,514,265,26948,dma1,cpar5
gpt-oss-120b,53501,5120,1304,551,54805,dma1,cpar7
gpt-oss-120b,53518,5120,1445,532,54963,dma1,cndtr1
gpt-oss-120b,53367,5120,1950,1190,55317,dma1,cpar6
gpt-oss-120b,26351,2560,892,625,27243,dma1,cpar3
gpt-oss-120b,52751,5120,1093,384,53844,dma1,cpar1
gpt-oss-120b,53444,5120,1835,959,55279,dma1,cpar4
gpt-oss-120b,26373,2560,1520,524,27893,tim15,bdtr
gpt-oss-120b,26531,2560,2451,1622,28982,tim15,egr
gpt-oss-120b,26233,2560,1911,603,28144,tim15,ccmr1_output
gpt-oss-120b,26521,2560,5021,4663,31542,tim15,arr
gpt-oss-120b,26612,2560,537,213,27149,tim15,rcr
gpt-oss-120b,25685,2560,2017,985,27702,tim15,ccmr1_input
gpt-oss-120b,26414,2560,1669,925,28083,tim15,smcr
gpt-oss-120b,26567,2560,1972,471,28539,tim15,dier
gpt-oss-120b,26498,2560,1627,660,28125,tim15,cr2
gpt-oss-120b,26265,2560,3842,2231,30107,tim15,ccer
gpt-oss-120b,26009,2560,677,405,26686,tim15,ccr1
gpt-oss-120b,26367,2560,1260,495,27627,tim15,dcr
gpt-oss-120b,26221,2560,703,378,26924,tim15,dmar
gpt-oss-120b,26583,2560,580,340,27163,tim15,cnt
gpt-oss-120b,26546,2560,464,180,27010,tim15,psc
gpt-oss-120b,26647,2560,1701,398,28348,tim15,sr
gpt-oss-120b,26372,2560,1542,423,27914,tim15,cr1
gpt-oss-120b,26561,2560,602,404,27163,tim15,ccr2
gpt-oss-120b,26347,2560,1506,438,27853,tim1,bdtr
gpt-oss-120b,26592,2560,731,377,27323,tim1,ccr4
gpt-oss-120b,26480,2560,599,292,27079,tim1,rcr
gpt-oss-120b,25599,2560,1846,549,27445,tim1,ccmr1_input
gpt-oss-120b,26397,2560,891,692,27288,tim1,dier
gpt-oss-120b,26183,2560,690,353,26873,tim1,ccr1
gpt-oss-120b,26525,2560,1825,733,28350,tim1,cr1
gpt-oss-120b,26478,2560,2613,1382,29091,tim1,egr
gpt-oss-120b,26636,2560,1521,1293,28157,tim1,ccmr1_output
gpt-oss-120b,26542,2560,499,151,27041,tim1,arr
gpt-oss-120b,26652,2560,1369,411,28021,tim1,cr2
gpt-oss-120b,26090,2560,734,396,26824,tim1,ccr3
gpt-oss-120b,26664,2560,897,558,27561,tim1,cnt
gpt-oss-120b,26579,2560,1096,740,27675,tim1,psc
gpt-oss-120b,26440,2560,1487,436,27927,tim1,dcr
gpt-oss-120b,26573,2560,859,464,27432,tim1,ccr2
gpt-oss-120b,26502,2560,1566,628,28068,tim1,ccmr2_input
gpt-oss-120b,26271,2560,2985,1029,29256,tim1,smcr
gpt-oss-120b,26478,2560,3620,1833,30098,tim1,ccer
gpt-oss-120b,26441,2560,710,405,27151,tim1,dmar
gpt-oss-120b,26567,2560,2658,807,29225,tim1,ccmr2_output
gpt-oss-120b,26498,2560,2167,663,28665,tim1,sr
gpt-oss-120b,26524,0,1215,302,27739,adc1,jsqr
gpt-oss-120b,26674,2560,717,377,27391,adc1,ltr
gpt-oss-120b,26289,2560,3477,995,29766,adc1,smpr1
gpt-oss-120b,26680,2560,615,278,27295,adc1,jofr2
gpt-oss-120b,53330,5120,1340,594,54670,adc1,jdr3
gpt-oss-120b,26487,2560,1541,516,28028,adc1,sqr1
gpt-oss-120b,26572,2560,1056,333,27628,adc1,sqr3
gpt-oss-120b,26318,2560,1137,310,27455,adc1,sqr2
gpt-oss-120b,26614,2560,386,140,27000,adc1,jofr4
gpt-oss-120b,26409,2560,599,266,27008,adc1,jdr4
gpt-oss-120b,26478,2560,497,233,26975,adc1,dr
gpt-oss-120b,26711,2560,468,235,27179,adc1,htr
gpt-oss-120b,26392,2560,478,208,26870,adc1,jdr1
gpt-oss-120b,26377,2560,2326,1239,28703,adc1,cr1
gpt-oss-120b,26463,2560,4256,2349,30719,adc1,cr2
gpt-oss-120b,26621,2560,479,190,27100,adc1,jdr2
gpt-oss-120b,26583,2560,750,302,27333,adc1,jofr3
gpt-oss-120b,26746,2560,686,316,27432,adc1,jofr1
gpt-oss-120b,26439,2560,2906,458,29345,adc1,smpr2
gpt-oss-120b,26701,2560,1241,429,27942,adc1,sr
