model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name
gpt-oss-120b,42326,2560,520,221,42846,tim12,arr
gpt-oss-120b,42300,2560,826,409,43126,tim12,ccr2
gpt-oss-120b,42483,2560,1298,579,43781,tim12,dier
gpt-oss-120b,42277,0,679,295,42956,tim12,ccr1
gpt-oss-120b,42710,2560,473,316,43183,nvic,ipr0
gpt-oss-120b,42691,2560,637,485,43328,nvic,ipr12
gpt-oss-120b,42682,2560,247,107,42929,nvic,ispr1
gpt-oss-120b,41842,2560,299,175,42141,nvic,iabr0
gpt-oss-120b,42688,2560,672,509,43360,nvic,ipr7
gpt-oss-120b,42833,2560,496,381,43329,nvic,ipr14
gpt-oss-120b,42008,2560,479,292,42487,nvic,icer0
gpt-oss-120b,42658,2560,428,297,43086,nvic,ipr8
gpt-oss-120b,41807,2560,409,266,42216,nvic,iabr1
gpt-oss-120b,42677,2560,730,554,43407,nvic,ipr11
gpt-oss-120b,42711,2560,885,725,43596,nvic,ipr10
gpt-oss-120b,42724,2560,418,260,43142,nvic,ipr1
gpt-oss-120b,42706,2560,544,400,43250,nvic,ipr2
gpt-oss-120b,42555,2560,273,152,42828,nvic,ipr13
gpt-oss-120b,41905,2560,308,154,42213,nvic,ispr0
gpt-oss-120b,42676,2560,576,399,43252,nvic,ipr3
gpt-oss-120b,42763,2560,538,386,43301,nvic,icer1
gpt-oss-120b,41789,0,360,212,42149,nvic,icpr0
gpt-oss-120b,41799,2560,517,396,42316,nvic,iser0
gpt-oss-120b,42763,2560,402,231,43165,nvic,ipr9
gpt-oss-120b,42753,2560,309,165,43062,nvic,ipr6
gpt-oss-120b,42572,2560,476,330,43048,nvic,ipr5
gpt-oss-120b,41734,2560,484,379,42218,nvic,iser1
gpt-oss-120b,42712,2560,369,219,43081,nvic,ipr4
gpt-oss-120b,41680,2560,292,157,41972,nvic,icpr1
gpt-oss-120b,41999,2560,3757,567,45756,dma1,ifcr
gpt-oss-120b,84415,5120,1478,785,85893,dma1,cpar3
gpt-oss-120b,85419,5120,1378,639,86797,dma1,cpar4
gpt-oss-120b,85555,5120,1792,1080,87347,dma1,cpar7
gpt-oss-120b,42467,2560,3446,569,45913,dma1,isr
gpt-oss-120b,42534,2560,2099,245,44633,dma1,ccr2
gpt-oss-120b,86021,5120,1874,817,87895,dma1,cndtr4
gpt-oss-120b,85760,2560,1400,559,87160,dma1,cndtr3
gpt-oss-120b,85586,5120,2537,1572,88123,dma1,cmar6
gpt-oss-120b,85561,2560,1611,943,87172,dma1,cmar7
gpt-oss-120b,85862,5120,1995,1083,87857,dma1,cndtr5
gpt-oss-120b,42296,2560,1985,465,44281,dma1,ccr1
gpt-oss-120b,42649,2560,1007,565,43656,dma1,cndtr6
gpt-oss-120b,85499,5120,1366,462,86865,dma1,cpar1
gpt-oss-120b,42289,2560,2259,495,44548,dma1,ccr6
gpt-oss-120b,85294,5120,1288,567,86582,dma1,cpar2
gpt-oss-120b,85187,5120,1383,653,86570,dma1,cmar3
gpt-oss-120b,42574,2560,895,474,43469,dma1,cndtr1
gpt-oss-120b,85636,2560,1342,699,86978,dma1,cndtr2
gpt-oss-120b,85589,2560,1820,959,87409,dma1,cndtr7
gpt-oss-120b,42403,2560,595,309,42998,dma1,cmar5
gpt-oss-120b,85878,5120,4000,776,89878,dma1,ccr7
gpt-oss-120b,85093,5120,1785,872,86878,dma1,cpar5
gpt-oss-120b,85305,5120,2244,1546,87549,dma1,cmar2
gpt-oss-120b,85431,5120,1714,1006,87145,dma1,cpar6
gpt-oss-120b,42468,2560,2479,1002,44947,dma1,ccr4
gpt-oss-120b,85323,2560,1156,556,86479,dma1,cmar4
gpt-oss-120b,85397,5120,1191,430,86588,dma1,cmar1
gpt-oss-120b,86380,5120,4280,1377,90660,dma1,ccr5
gpt-oss-120b,85181,5120,4046,1260,89227,dma1,ccr3
gpt-oss-120b,41625,2560,843,450,42468,uart4,dr
gpt-oss-120b,42674,2560,2279,1095,44953,uart4,cr2
gpt-oss-120b,41763,2560,745,344,42508,uart4,brr
gpt-oss-120b,42769,2560,2241,753,45010,uart4,sr
gpt-oss-120b,42409,2560,2750,1062,45159,uart4,cr1
gpt-oss-120b,42432,2560,3979,2448,46411,uart4,cr3
gpt-oss-120b,42817,0,714,535,43531,stk,ctrl
gpt-oss-120b,41984,2560,586,417,42570,stk,calib
gpt-oss-120b,41818,2560,288,164,42106,stk,val
gpt-oss-120b,41972,2560,617,328,42589,stk,load_
gpt-oss-120b,42733,2560,1535,654,44268,pwr,csr
gpt-oss-120b,42558,2560,1264,316,43822,pwr,cr
gpt-oss-120b,42508,2560,1751,832,44259,rcc,csr
gpt-oss-120b,42463,2560,962,189,43425,rcc,cfgr2
gpt-oss-120b,42626,0,2232,972,44858,rcc,bdcr
gpt-oss-120b,41799,2560,2637,1511,44436,rcc,cr
gpt-oss-120b,42261,2560,2038,374,44299,rcc,apb2enr
gpt-oss-120b,42333,0,3882,1804,46215,rcc,cir
gpt-oss-120b,42515,0,1606,673,44121,rcc,ahbenr
gpt-oss-120b,42098,2560,3088,738,45186,rcc,apb1enr
gpt-oss-120b,41743,2560,1450,1159,43193,rcc,apb2rstr
gpt-oss-120b,42101,2560,3623,1077,45724,rcc,cfgr
gpt-oss-120b,42671,0,6903,3768,49574,rcc,apb1rstr
gpt-oss-120b,42886,0,711,399,43597,exti,imr
gpt-oss-120b,42825,2560,2174,354,44999,exti,emr
gpt-oss-120b,42401,0,2489,334,44890,exti,ftsr
gpt-oss-120b,42790,2560,2316,456,45106,exti,pr
gpt-oss-120b,43024,2560,2394,298,45418,exti,swier
gpt-oss-120b,42844,0,2403,348,45247,exti,rtsr
gpt-oss-120b,42293,2560,1716,1084,44009,tim1,cr2
gpt-oss-120b,42680,2560,2149,1162,44829,tim1,ccmr1_output
gpt-oss-120b,42475,2560,2017,523,44492,tim1,sr
gpt-oss-120b,42058,2560,2108,933,44166,tim1,ccmr2_output
gpt-oss-120b,42346,2560,607,273,42953,tim1,dmar
gpt-oss-120b,42657,2560,746,378,43403,tim1,ccr2
gpt-oss-120b,42138,2560,1438,731,43576,tim1,dier
gpt-oss-120b,42503,2560,1671,384,44174,tim1,bdtr
gpt-oss-120b,41962,2560,1179,918,43141,tim1,psc
gpt-oss-120b,42157,0,2816,457,44973,tim1,ccmr2_input
gpt-oss-120b,42481,2560,1851,1014,44332,tim1,dcr
gpt-oss-120b,42238,2560,663,324,42901,tim1,arr
gpt-oss-120b,41991,0,2932,640,44923,tim1,ccmr1_input
gpt-oss-120b,41783,2560,606,292,42389,tim1,ccr1
gpt-oss-120b,42101,2560,3800,1329,45901,tim1,ccer
gpt-oss-120b,42610,2560,617,253,43227,tim1,rcr
gpt-oss-120b,42291,2560,2243,699,44534,tim1,smcr
gpt-oss-120b,42783,2560,533,214,43316,tim1,cnt
gpt-oss-120b,42112,2560,578,246,42690,tim1,ccr4
gpt-oss-120b,42313,0,2237,814,44550,tim1,cr1
gpt-oss-120b,41803,2560,1606,698,43409,tim1,egr
gpt-oss-120b,42176,2560,783,460,42959,tim1,ccr3
gpt-oss-120b,42913,0,620,264,43533,spi1,dr
gpt-oss-120b,42906,2560,2330,1279,45236,spi1,cr2
gpt-oss-120b,41931,2560,598,253,42529,spi1,crcpr
gpt-oss-120b,42815,2560,1532,639,44347,spi1,sr
gpt-oss-120b,41764,2560,3016,1076,44780,spi1,cr1
gpt-oss-120b,42839,0,650,341,43489,spi1,txcrcr
gpt-oss-120b,42552,2560,537,185,43089,spi1,rxcrcr
gpt-oss-120b,42295,2560,597,264,42892,iwdg,rlr
gpt-oss-120b,42372,2560,1000,481,43372,iwdg,kr
gpt-oss-120b,42323,2560,1029,383,43352,iwdg,pr
gpt-oss-120b,42199,2560,1114,596,43313,iwdg,sr
gpt-oss-120b,42680,2560,317,180,42997,nvic_stir,stir
gpt-oss-120b,42922,2560,760,308,43682,i2c1,dr
gpt-oss-120b,41917,2560,2773,756,44690,i2c1,sr1
gpt-oss-120b,42631,2560,2277,830,44908,i2c1,cr2
gpt-oss-120b,42790,2560,598,336,43388,i2c1,sr2
gpt-oss-120b,42429,2560,1053,509,43482,i2c1,ccr
gpt-oss-120b,41943,2560,917,503,42860,i2c1,trise
gpt-oss-120b,42691,2560,1583,642,44274,i2c1,cr1
gpt-oss-120b,42416,2560,932,506,43348,i2c1,oar2
gpt-oss-120b,42695,2560,1505,878,44200,i2c1,oar1
gpt-oss-120b,42492,0,494,186,42986,bkp,dr16
gpt-oss-120b,42028,0,298,139,42326,bkp,dr29
gpt-oss-120b,42667,2560,567,248,43234,bkp,dr15
gpt-oss-120b,41979,2560,399,249,42378,bkp,dr21
gpt-oss-120b,41951,2560,344,211,42295,bkp,dr26
gpt-oss-120b,42118,2560,347,130,42465,bkp,dr40
gpt-oss-120b,42681,2560,549,251,43230,bkp,dr2
gpt-oss-120b,42013,2560,382,257,42395,bkp,dr32
gpt-oss-120b,42737,2560,654,408,43391,bkp,dr20
gpt-oss-120b,41932,0,565,222,42497,bkp,dr13
gpt-oss-120b,42535,0,485,183,43020,bkp,dr14
gpt-oss-120b,42757,2560,1514,608,44271,bkp,rtccr
gpt-oss-120b,41956,2560,492,352,42448,bkp,dr27
gpt-oss-120b,86558,43008,1392,639,87950,bkp,dr19
gpt-oss-120b,85886,2560,1136,539,87022,bkp,dr12
gpt-oss-120b,42769,2560,759,455,43528,bkp,dr17
gpt-oss-120b,42420,2560,495,228,42915,bkp,dr7
gpt-oss-120b,42541,2560,489,190,43030,bkp,dr4
gpt-oss-120b,42771,2560,704,404,43475,bkp,dr1
gpt-oss-120b,42475,2560,570,247,43045,bkp,dr3
gpt-oss-120b,41910,2560,329,129,42239,bkp,dr23
gpt-oss-120b,42704,2560,2533,1186,45237,bkp,csr
gpt-oss-120b,42030,2560,305,167,42335,bkp,dr37
gpt-oss-120b,42024,2560,242,98,42266,bkp,dr39
gpt-oss-120b,42026,2560,254,120,42280,bkp,dr31
gpt-oss-120b,42864,2560,544,293,43408,bkp,dr10
gpt-oss-120b,41921,2560,430,181,42351,bkp,dr24
gpt-oss-120b,42674,2560,454,155,43128,bkp,dr5
gpt-oss-120b,42030,2560,356,207,42386,bkp,dr28
gpt-oss-120b,42009,2560,239,99,42248,bkp,dr41
gpt-oss-120b,41883,2560,385,214,42268,bkp,dr35
gpt-oss-120b,42743,2560,501,211,43244,bkp,dr8
gpt-oss-120b,42689,2560,596,293,43285,bkp,dr6
gpt-oss-120b,42652,2560,551,245,43203,bkp,dr11
gpt-oss-120b,42717,2560,707,393,43424,bkp,dr9
gpt-oss-120b,42020,2560,445,269,42465,bkp,dr42
gpt-oss-120b,42095,2560,321,156,42416,bkp,dr34
gpt-oss-120b,42111,2560,202,79,42313,bkp,dr25
gpt-oss-120b,42040,2560,637,451,42677,bkp,dr36
gpt-oss-120b,41965,2560,338,146,42303,bkp,dr30
gpt-oss-120b,42061,2560,320,167,42381,bkp,dr33
gpt-oss-120b,41967,2560,308,145,42275,bkp,dr22
gpt-oss-120b,42649,2560,356,148,43005,bkp,dr18
gpt-oss-120b,42670,2560,913,417,43583,bkp,cr
gpt-oss-120b,42035,2560,366,227,42401,bkp,dr38
gpt-oss-120b,42536,2560,3524,788,46060,gpioa,crh
gpt-oss-120b,42576,2560,2175,349,44751,gpioa,brr
gpt-oss-120b,42232,2560,3767,1007,45999,gpioa,crl
gpt-oss-120b,41534,2560,2318,405,43852,gpioa,lckr
gpt-oss-120b,42532,2560,694,318,43226,gpioa,idr
gpt-oss-120b,42401,2560,1598,426,43999,gpioa,odr
gpt-oss-120b,42846,2560,3808,381,46654,gpioa,bsrr
gpt-oss-120b,42540,2560,1473,1152,44013,rtc,divl
gpt-oss-120b,42647,2560,856,525,43503,rtc,prll
gpt-oss-120b,42650,2560,1000,335,43650,rtc,crh
gpt-oss-120b,42735,2560,1402,502,44137,rtc,crl
gpt-oss-120b,42730,2560,671,311,43401,rtc,alrh
gpt-oss-120b,42769,2560,926,641,43695,rtc,cnth
gpt-oss-120b,42571,2560,717,411,43288,rtc,prlh
gpt-oss-120b,42835,2560,488,133,43323,rtc,cntl
gpt-oss-120b,42480,2560,979,722,43459,rtc,divh
gpt-oss-120b,42339,2560,463,282,42802,rtc,alrl
gpt-oss-120b,42245,0,469,228,42714,tim13,psc
gpt-oss-120b,42422,2560,524,246,42946,tim13,cnt
gpt-oss-120b,41985,2560,1248,507,43233,tim13,ccer
gpt-oss-120b,41928,2560,1651,562,43579,tim13,ccmr1_output
gpt-oss-120b,42912,2560,1165,654,44077,tim13,sr
gpt-oss-120b,42483,2560,2065,1136,44548,tim13,cr1
gpt-oss-120b,42104,2560,2108,1346,44212,tim13,egr
gpt-oss-120b,41902,2560,2962,835,44864,tim13,ccmr1_input
gpt-oss-120b,42582,2560,548,206,43130,tim13,arr
gpt-oss-120b,42564,2560,1309,782,43873,tim13,dier
gpt-oss-120b,42200,2560,765,326,42965,tim13,ccr1
gpt-oss-120b,42598,2560,407,124,43005,crc,dr
gpt-oss-120b,42439,0,1854,1547,44293,crc,cr
gpt-oss-120b,42125,2560,608,379,42733,crc,idr
gpt-oss-120b,42893,2560,249,98,43142,scb_actrl,actrl
gpt-oss-120b,42690,2560,503,268,43193,flash,obr
gpt-oss-120b,42580,2560,1018,794,43598,flash,wrpr
gpt-oss-120b,42681,2560,444,250,43125,flash,ar
gpt-oss-120b,42693,2560,647,463,43340,flash,keyr
gpt-oss-120b,42439,2560,852,539,43291,flash,sr
gpt-oss-120b,42795,2560,682,420,43477,flash,optkeyr
gpt-oss-120b,42310,2560,747,335,43057,flash,acr
gpt-oss-120b,42518,2560,420,162,42938,flash,cr
gpt-oss-120b,41533,2560,536,291,42069,adc1,jdr1
gpt-oss-120b,42623,2560,3686,1033,46309,adc1,cr2
gpt-oss-120b,42445,2560,1461,656,43906,adc1,sqr2
gpt-oss-120b,42693,2560,752,276,43445,adc1,jofr1
gpt-oss-120b,42253,0,1136,330,43389,adc1,sr
gpt-oss-120b,42547,2560,795,417,43342,adc1,jdr2
gpt-oss-120b,42198,2560,1269,478,43467,adc1,jsqr
gpt-oss-120b,42510,0,593,240,43103,adc1,jofr3
gpt-oss-120b,42675,2560,647,326,43322,adc1,jdr3
gpt-oss-120b,42290,2560,2891,481,45181,adc1,smpr2
gpt-oss-120b,42605,2560,633,312,43238,adc1,ltr
gpt-oss-120b,42610,2560,460,225,43070,adc1,dr
gpt-oss-120b,42626,0,3687,1545,46313,adc1,smpr1
gpt-oss-120b,42449,2560,679,309,43128,adc1,jofr4
gpt-oss-120b,41955,2560,985,429,42940,adc1,sqr3
gpt-oss-120b,42412,2560,651,178,43063,adc1,jofr2
gpt-oss-120b,41735,2560,498,197,42233,adc1,htr
gpt-oss-120b,42370,2560,1936,840,44306,adc1,cr1
gpt-oss-120b,42333,2560,615,258,42948,adc1,jdr4
gpt-oss-120b,42706,2560,2347,268,45053,adc1,sqr1
gpt-oss-120b,42001,2560,551,264,42552,dac,dhr8r1
gpt-oss-120b,42302,2560,738,426,43040,dac,dhr12r1
gpt-oss-120b,42588,2560,788,308,43376,dac,dhr12ld
gpt-oss-120b,41681,2560,618,255,42299,dac,dhr12r2
gpt-oss-120b,42230,2560,667,326,42897,dac,dhr12l1
gpt-oss-120b,42217,2560,610,309,42827,dac,dhr8r2
gpt-oss-120b,42236,2560,858,312,43094,dac,sr
gpt-oss-120b,42319,2560,836,343,43155,dac,dhr8rd
gpt-oss-120b,41284,2560,505,146,41789,dac,dor1
gpt-oss-120b,42494,2560,781,435,43275,dac,dhr12l2
gpt-oss-120b,42342,2560,3495,980,45837,dac,cr
gpt-oss-120b,42520,0,851,377,43371,dac,dhr12rd
gpt-oss-120b,41432,2560,896,346,42328,dac,swtrigr
gpt-oss-120b,42418,2560,457,150,42875,dac,dor2
gpt-oss-120b,42393,2560,639,316,43032,tim6,psc
gpt-oss-120b,41910,0,1471,1017,43381,tim6,cr2
gpt-oss-120b,42660,2560,516,217,43176,tim6,cnt
gpt-oss-120b,42629,2560,1143,770,43772,tim6,sr
gpt-oss-120b,42734,2560,1351,627,44085,tim6,cr1
gpt-oss-120b,42078,2560,1032,533,43110,tim6,egr
gpt-oss-120b,42420,2560,522,203,42942,tim6,arr
gpt-oss-120b,42515,2560,1610,1087,44125,tim6,dier
gpt-oss-120b,42706,2560,1364,496,44070,afio,evcr
gpt-oss-120b,42760,2560,1254,334,44014,afio,exticr1
gpt-oss-120b,42773,2560,2529,1404,45302,afio,mapr2
gpt-oss-120b,42417,2560,2050,627,44467,afio,mapr
gpt-oss-120b,42676,2560,1417,422,44093,afio,exticr2
gpt-oss-120b,42840,2560,1700,650,44540,afio,exticr4
gpt-oss-120b,42504,2560,1626,583,44130,afio,exticr3
gpt-oss-120b,42614,2560,1005,622,43619,tim2,cr2
gpt-oss-120b,41771,2560,2020,454,43791,tim2,ccmr1_output
gpt-oss-120b,42573,2560,3252,2085,45825,tim2,sr
gpt-oss-120b,42123,2560,2867,1309,44990,tim2,ccmr2_output
gpt-oss-120b,42433,2560,1427,610,43860,tim2,dmar
gpt-oss-120b,42231,2560,750,405,42981,tim2,ccr2
gpt-oss-120b,42314,2560,3081,1755,45395,tim2,dier
gpt-oss-120b,42377,2560,667,416,43044,tim2,psc
gpt-oss-120b,41505,2560,1987,856,43492,tim2,ccmr2_input
gpt-oss-120b,42283,2560,1663,550,43946,tim2,dcr
gpt-oss-120b,42589,2560,837,556,43426,tim2,arr
gpt-oss-120b,42105,2560,2669,689,44774,tim2,ccmr1_input
gpt-oss-120b,42073,2560,727,405,42800,tim2,ccr1
gpt-oss-120b,41677,2560,2022,955,43699,tim2,ccer
gpt-oss-120b,42570,2560,2670,1022,45240,tim2,smcr
gpt-oss-120b,40683,2560,923,592,41606,tim2,cnt
gpt-oss-120b,42487,2560,629,317,43116,tim2,ccr4
gpt-oss-120b,42037,2560,2219,1134,44256,tim2,cr1
gpt-oss-120b,42542,2560,1883,661,44425,tim2,egr
gpt-oss-120b,42125,2560,575,234,42700,tim2,ccr3
gpt-oss-120b,42393,2560,1878,807,44271,tim15,bdtr
gpt-oss-120b,42306,2560,711,414,43017,tim15,psc
gpt-oss-120b,42663,2560,3186,1663,45849,tim15,cr2
gpt-oss-120b,42542,2560,566,199,43108,tim15,cnt
gpt-oss-120b,41902,2560,2089,750,43991,tim15,ccer
gpt-oss-120b,42743,2560,575,257,43318,tim15,rcr
gpt-oss-120b,41695,2560,1916,1124,43611,tim15,ccmr1_output
gpt-oss-120b,42542,2560,2070,1043,44612,tim15,sr
gpt-oss-120b,42348,2560,2297,1417,44645,tim15,smcr
gpt-oss-120b,42242,2560,482,178,42724,tim15,dmar
gpt-oss-120b,42414,2560,1834,649,44248,tim15,cr1
gpt-oss-120b,42104,2560,1585,882,43689,tim15,egr
gpt-oss-120b,41896,2560,2163,1131,44059,tim15,ccmr1_input
gpt-oss-120b,42329,2560,1752,623,44081,tim15,dcr
gpt-oss-120b,42477,2560,498,135,42975,tim15,arr
gpt-oss-120b,42095,2560,564,273,42659,tim15,ccr2
gpt-oss-120b,42426,2560,1792,592,44218,tim15,dier
gpt-oss-120b,42295,2560,581,263,42876,tim15,ccr1
gpt-oss-120b,42730,2560,778,576,43508,uart5,dr
gpt-oss-120b,42464,2560,2070,1062,44534,uart5,cr2
gpt-oss-120b,42880,2560,787,392,43667,uart5,brr
gpt-oss-120b,42719,2560,2168,708,44887,uart5,sr
gpt-oss-120b,42660,0,3385,947,46045,uart5,cr1
gpt-oss-120b,42579,2560,4561,3130,47140,uart5,cr3
gpt-oss-120b,41980,2560,926,488,42906,wwdg,cr
gpt-oss-120b,41904,2560,962,430,42866,wwdg,cfr
gpt-oss-120b,42183,2560,1056,443,43239,wwdg,sr
gpt-oss-120b,42500,2560,363,245,42863,mpu,rnr
gpt-oss-120b,42411,0,479,362,42890,mpu,rbar
gpt-oss-120b,42580,0,479,357,43059,mpu,ctrl
gpt-oss-120b,42512,2560,318,174,42830,mpu,rasr
gpt-oss-120b,41614,2560,426,301,42040,mpu,typer
gpt-oss-120b,41874,2560,315,162,42189,scb,shpr2
gpt-oss-120b,41069,2560,304,160,41373,scb,mmfar
gpt-oss-120b,41939,2560,371,281,42310,scb,hfsr
gpt-oss-120b,41851,2560,392,277,42243,scb,ccr
gpt-oss-120b,42311,2560,343,168,42654,scb,shcrs
gpt-oss-120b,42719,2560,329,194,43048,scb,aircr
gpt-oss-120b,42788,2560,486,363,43274,scb,icsr
gpt-oss-120b,41915,2560,353,195,42268,scb,scr
gpt-oss-120b,41977,2560,350,187,42327,scb,shpr3
gpt-oss-120b,41806,2560,262,128,42068,scb,bfar
gpt-oss-120b,41252,2560,545,399,41797,scb,cpuid
gpt-oss-120b,42685,2560,312,132,42997,scb,cfsr_ufsr_bfsr_mmfsr
gpt-oss-120b,41971,2560,365,241,42336,scb,shpr1
gpt-oss-120b,41206,0,301,145,41507,scb,vtor
gpt-oss-120b,86346,5120,4006,1667,90352,fsmc,btr4
gpt-oss-120b,42612,2560,3318,1230,45930,fsmc,bcr4
gpt-oss-120b,86612,5120,2779,813,89391,fsmc,btr3
gpt-oss-120b,86455,5120,3617,1057,90072,fsmc,bwtr1
gpt-oss-120b,42361,2560,2893,1089,45254,fsmc,bcr3
gpt-oss-120b,87493,0,5297,820,92790,fsmc,bcr1
gpt-oss-120b,86718,5120,3172,780,89890,fsmc,bwtr2
gpt-oss-120b,86979,5120,5123,1375,92102,fsmc,bcr2
gpt-oss-120b,86667,5120,3294,1054,89961,fsmc,bwtr3
gpt-oss-120b,86346,5120,3157,1005,89503,fsmc,bwtr4
gpt-oss-120b,86865,5120,4760,1765,91625,fsmc,btr1
gpt-oss-120b,86353,5120,3502,1484,89855,fsmc,btr2
